Item Title;Publication Title;Book Series Title;Journal Volume;Journal Issue;Item DOI;Authors;Publication Year;URL;Content Type
Advanced electronic commerce security in a workflow environment;Electronic Commerce;;;;10.1007/3-540-60738-2_14;Hitesh TewariMaurice McCourtDonal O'Mahony;1996;http://link.springer.com/chapter/10.1007/3-540-60738-2_14;Chapter
A language for specifying sequences of authorization transformations and its applications;Information and Communications Security;;;;10.1007/BFb0028460;Yun BaiVijay Varadharajan;1997;http://link.springer.com/chapter/10.1007/BFb0028460;Chapter
A certification scheme for electronic commerce;Security Protocols;;;;10.1007/3-540-62494-5_2;Bruno CrispoMark Lomas;1997;http://link.springer.com/chapter/10.1007/3-540-62494-5_2;Chapter
Reasoning about security: A logic and a decision method for role-based access control;Qualitative and Quantitative Practical Reasoning;;;;10.1007/BFb0035639;Fabio Massacci;1997;http://link.springer.com/chapter/10.1007/BFb0035639;Chapter
Anonymity control in E-cash systems;Financial Cryptography;;;;10.1007/3-540-63594-7_63;George DavidaYair FrankelYiannis TsiounisMoti Yung;1997;http://link.springer.com/chapter/10.1007/3-540-63594-7_63;Chapter
Distributed “Magic Ink” Signatures;Advances in Cryptology — EUROCRYPT ’97;;;;10.1007/3-540-69053-0_31;Markus JakobssonMoti Yung;1997;http://link.springer.com/chapter/10.1007/3-540-69053-0_31;Chapter
Democratic key escrow scheme;Information Security and Privacy;;;;10.1007/BFb0027932;Chor Wah ManRei. Safavi-Naini;1997;http://link.springer.com/chapter/10.1007/BFb0027932;Chapter
A kernelized architecture for multilevel secure application policies;Computer Security — ESORICS 98;;;;10.1007/BFb0055854;Simon N. Foley;1998;http://link.springer.com/chapter/10.1007/BFb0055854;Chapter
How to build evidence in a public-key infrastructure for multi-domain environments;Security Protocols;;;;10.1007/BFb0028159;Bruno Crispo;1998;http://link.springer.com/chapter/10.1007/BFb0028159;Chapter
A high level language for conventional access control models;Information Security and Privacy;;;;10.1007/BFb0053740;Yun BaiVijay Varadharajan;1998;http://link.springer.com/chapter/10.1007/BFb0053740;Chapter
Audit of Information Systems: The Need for Cooperation;SOFSEM’ 98: Theory and Practice of Informatics;;;;10.1007/3-540-49477-4_18;Leon Strous;1998;http://link.springer.com/chapter/10.1007/3-540-49477-4_18;Chapter
External Consistency and the Verification of Security Protocols;Security Protocols;;;;10.1007/3-540-49135-X_4;Simon Foley;1999;http://link.springer.com/chapter/10.1007/3-540-49135-X_4;Chapter
Issues in the Design of a Language for Role Based Access Control;Information and Communication Security;;;;10.1007/978-3-540-47942-0_4;Michael HitchensVijay Varadharajan;1999;http://link.springer.com/chapter/10.1007/978-3-540-47942-0_4;Chapter
Application-Oriented Security Policies and Their Composition;Security Protocols;;;;10.1007/3-540-49135-X_12;Virgil Gligor;1999;http://link.springer.com/chapter/10.1007/3-540-49135-X_12;Chapter
Application-Oriented Security Policies and Their Composition;Security Protocols;;;;10.1007/3-540-49135-X_11;Virgil D. GligorSerban I. Gavrila;1999;http://link.springer.com/chapter/10.1007/3-540-49135-X_11;Chapter
An Implementation of a Secure Version of NFS Including RBAC;Information Security and Privacy;;;;10.1007/3-540-48970-3_18;Paul AshleyBradley BroomMark Vandenwauver;1999;http://link.springer.com/chapter/10.1007/3-540-48970-3_18;Chapter
Towards regional sustainability: the need for interdisciplinary and applied research;Regional Sustainability;;;;10.1007/978-3-642-58683-5_1;Irene RingBernd KlauerFrank Wätzold;1999;http://link.springer.com/chapter/10.1007/978-3-642-58683-5_1;Chapter
Delegation of Responsibilities;Security Protocols;;;;10.1007/3-540-49135-X_18;B. Crispo;1999;http://link.springer.com/chapter/10.1007/3-540-49135-X_18;Chapter
On Formal Languages for Sequences of Authorization Transformations;Computer Safety, Reliability and Security;;;;10.1007/3-540-48249-0_32;Yun BaiVijay Varadharajan;1999;http://link.springer.com/chapter/10.1007/3-540-48249-0_32;Chapter
Overview of the AT&T Labs Trust-Management Project;Security Protocols;;;;10.1007/3-540-49135-X_8;Joan Feigenbaum;1999;http://link.springer.com/chapter/10.1007/3-540-49135-X_8;Chapter
External Consistency and the Verification of Security Protocols;Security Protocols;;;;10.1007/3-540-49135-X_3;Simon N. Foley;1999;http://link.springer.com/chapter/10.1007/3-540-49135-X_3;Chapter
Task-Role Based Access Control (T-RBAC): An Improved Access Control Model for Enterprise Environment;Database and Expert Systems Applications;;;;10.1007/3-540-44469-6_25;Sejong OhSeog Park;2000;http://link.springer.com/chapter/10.1007/3-540-44469-6_25;Chapter
A Context-sensitive Access Control Model and Prototype Implementation;Information Security for Global Information Infrastructures;;;;10.1007/978-0-387-35515-3_35;D. G. CholewkaR. A. BothaJ. H. P. Eloff;2000;http://link.springer.com/chapter/10.1007/978-0-387-35515-3_35;Chapter
Data Protection by Logic Programming;Computational Logic — CL 2000;;;;10.1007/3-540-44957-4_87;Steve Barker;2000;http://link.springer.com/chapter/10.1007/3-540-44957-4_87;Chapter
Policies for Construction of Information Systems’ Security Guidelines;Information Security for Global Information Infrastructures;;;;10.1007/978-0-387-35515-3_12;Mikko T. Siponen;2000;http://link.springer.com/chapter/10.1007/978-0-387-35515-3_12;Chapter
A Formal Model for Role-Based Access Control Using Graph Transformation;Computer Security - ESORICS 2000;;;;10.1007/10722599_8;Manuel KochLuigi V. ManciniFrancesco Parisi-Presicce;2000;http://link.springer.com/chapter/10.1007/10722599_8;Chapter
A Comparison of Two Architectures for Implementing Security and Privacy in Cyberspace;Database and Expert Systems Applications;;;;10.1007/3-540-44469-6_27;Reind van de RietWouter JanssenMartin OlivierRadu Serban;2000;http://link.springer.com/chapter/10.1007/3-540-44469-6_27;Chapter
Jikzi: A New Framework for Secure Publishing;Security Protocols;;;;10.1007/10720107_5;Ross Anderson;2000;http://link.springer.com/chapter/10.1007/10720107_5;Chapter
Reducing Computer Fraud Through Situational Crime Prevention;Information Security for Global Information Infrastructures;;;;10.1007/978-0-387-35515-3_11;Robert Willison;2000;http://link.springer.com/chapter/10.1007/978-0-387-35515-3_11;Chapter
Modeling and Analyzing Separation of Duties in Workflow Environments;Trusted Information;;;;10.1007/0-306-46998-7_14;Konstantin KnorrHenrik Stormer;2001;http://link.springer.com/chapter/10.1007/0-306-46998-7_14;Chapter
Analyzing Separation of Duties in Petri Net Workflows;Information Assurance in Computer Networks;;;;10.1007/3-540-45116-1_13;Konstantin KnorrHarald Weidner;2001;http://link.springer.com/chapter/10.1007/3-540-45116-1_13;Chapter
Access Control: Policies, Models, and Mechanisms;Foundations of Security Analysis and Design;;;;10.1007/3-540-45608-2_3;Pierangela SamaratiSabrina Capitani de Vimercati;2001;http://link.springer.com/chapter/10.1007/3-540-45608-2_3;Chapter
Tower: A Language for Role Based Access Control;Policies for Distributed Systems and Networks;;;;10.1007/3-540-44569-2_6;Michael HitchensVijay Varadharajan;2001;http://link.springer.com/chapter/10.1007/3-540-44569-2_6;Chapter
Mathematical Models of Computer Security;Foundations of Security Analysis and Design;;;;10.1007/3-540-45608-2_1;Peter Y. A. Ryan;2001;http://link.springer.com/chapter/10.1007/3-540-45608-2_1;Chapter
The Ponder Policy Specification Language;Policies for Distributed Systems and Networks;;;;10.1007/3-540-44569-2_2;Nicodemos DamianouNaranker DulayEmil LupuMorris Sloman;2001;http://link.springer.com/chapter/10.1007/3-540-44569-2_2;Chapter
A Knowledge-Based Approach to Internet Authorizations;Information Security and Privacy;;;;10.1007/3-540-47719-5_24;Along Lin;2001;http://link.springer.com/chapter/10.1007/3-540-47719-5_24;Chapter
The Policy Machine for Security Policy Management;Computational Science - ICCS 2001;;;;10.1007/3-540-45718-6_54;Vincent C. HuDeborah A. FrinckeDavid F. Ferraiolo;2001;http://link.springer.com/chapter/10.1007/3-540-45718-6_54;Chapter
The Set and Function Approach to Modeling Authorization in Distributed Systems;Information Assurance in Computer Networks;;;;10.1007/3-540-45116-1_20;Tatyana RyutovClifford Neuman;2001;http://link.springer.com/chapter/10.1007/3-540-45116-1_20;Chapter
Future Directions in Role-Based Access Control Models;Information Assurance in Computer Networks;;;;10.1007/3-540-45116-1_4;Ravi Sandhu;2001;http://link.springer.com/chapter/10.1007/3-540-45116-1_4;Chapter
Translating Role-Based Access Control Policy within Context;Policies for Distributed Systems and Networks;;;;10.1007/3-540-44569-2_7;Jean BaconMichael LloydKen Moody;2001;http://link.springer.com/chapter/10.1007/3-540-44569-2_7;Chapter
The Correctness of Crypto Transaction Sets;Security Protocols;;;;10.1007/3-540-44810-1_18;Ross Anderson;2001;http://link.springer.com/chapter/10.1007/3-540-44810-1_18;Chapter
RBAC for XML Document Stores;Information and Communications Security;;;;10.1007/3-540-45600-7_15;Michael HitchensVijay Varadharajan;2001;http://link.springer.com/chapter/10.1007/3-540-45600-7_15;Chapter
Access Control and Trust in the Use of Widely Distributed Services;Middleware 2001;;;;10.1007/3-540-45518-3_16;Jean BaconKen MoodyWalt Yao;2001;http://link.springer.com/chapter/10.1007/3-540-45518-3_16;Chapter
A Paradigmatic Analysis of Conventional Approaches for Developing and Managing Secure IS;Trusted Information;;;;10.1007/0-306-46998-7_30;Mikko T. Siponen;2001;http://link.springer.com/chapter/10.1007/0-306-46998-7_30;Chapter
Review and Revocation of Access Privileges Distributed with PKI Certificates;Security Protocols;;;;10.1007/3-540-44810-1_15;Himanshu KhuranaVirgil D. Gligor;2001;http://link.springer.com/chapter/10.1007/3-540-44810-1_15;Chapter
Enforcing Obligation with Security Monitors;Information and Communications Security;;;;10.1007/3-540-45600-7_20;Carlos RibeiroAndré ZúquetePaulo Ferreira;2001;http://link.springer.com/chapter/10.1007/3-540-45600-7_20;Chapter
AWA — Eine Architektur eines agentenbasierten Workflow-Systems;Information Age Economy;;;;10.1007/978-3-642-57547-1_14;Henrik StormerKonstantin Knorr;2001;http://link.springer.com/chapter/10.1007/978-3-642-57547-1_14;Chapter
Action Research: Researching with Industry;Information Age Economy;;;;10.1007/978-3-642-57547-1_85;Glenn StewartGuy Gable;2001;http://link.springer.com/chapter/10.1007/978-3-642-57547-1_85;Chapter
A Policy Language for the Management of Distributed Agents;Agent-Oriented Software Engineering II;;;;10.1007/3-540-70657-7_6;Naranker DulayNicodemos DamianouEmil LupuMorris Sloman;2002;http://link.springer.com/chapter/10.1007/3-540-70657-7_6;Chapter
EROICA: A Rule-Based Approach to Organizational Policy Management in Workflow Systems;Advances in Web-Age Information Management;;;;10.1007/3-540-45703-8_19;Akhil KumarJ. Leon Zhao;2002;http://link.springer.com/chapter/10.1007/3-540-45703-8_19;Chapter
Negotiation of Access Control Policies;Security Protocols;;;;10.1007/3-540-45807-7_29;Virgil D. Gligor;2002;http://link.springer.com/chapter/10.1007/3-540-45807-7_29;Chapter
Privacy Engineering for Digital Rights Management Systems;Security and Privacy in Digital Rights Management;;;;10.1007/3-540-47870-1_6;Joan FeigenbaumMichael J. FreedmanTomas SanderAdam Shostack;2002;http://link.springer.com/chapter/10.1007/3-540-47870-1_6;Chapter
Protecting the User from the Data: Security and Privacy Aspects of Public Web Access;Adaptive Hypermedia and Adaptive Web-Based Systems;;;;10.1007/3-540-47952-X_56;Adrian SpalkaHanno Langweg;2002;http://link.springer.com/chapter/10.1007/3-540-47952-X_56;Chapter
Regulating Work in Digital Enterprises: A Flexible Managerial Framework;On the Move to Meaningful Internet Systems 2002: CoopIS, DOA, and ODBASE;;;;10.1007/3-540-36124-3_21;Takahiro MurataNaftaly H. Minsky;2002;http://link.springer.com/chapter/10.1007/3-540-36124-3_21;Chapter
Decidability of Safety in Graph-Based Models for Access Control;Computer Security — ESORICS 2002;;;;10.1007/3-540-45853-0_14;Manuel KochLuigi V. ManciniFrancesco Parisi-Presicce;2002;http://link.springer.com/chapter/10.1007/3-540-45853-0_14;Chapter
On the Negotiation of Access Control Policies;Security Protocols;;;;10.1007/3-540-45807-7_28;Virgil D. GligorHimanshu KhuranaRadostina K. KolevaVijay G. BharadwajJohn S. Baras;2002;http://link.springer.com/chapter/10.1007/3-540-45807-7_28;Chapter
SecureUML: A UML-Based Modeling Language for Model-Driven Security;≪UML≫ 2002 — The Unified Modeling Language;;;;10.1007/3-540-45800-X_33;Torsten LodderstedtDavid BasinJürgen Doser;2002;http://link.springer.com/chapter/10.1007/3-540-45800-X_33;Chapter
Concluding Discussion When Does Confidentiality Harm Security?;Security Protocols;;;;10.1007/3-540-45807-7_33;Bruce Christianson;2002;http://link.springer.com/chapter/10.1007/3-540-45807-7_33;Chapter
Context-Dependent Access Control for Web-Based Collaboration Environments with Role-Based Approach;Computer Network Security;;;;10.1007/978-3-540-45215-7_22;Ruben WolfMarkus Schneider;2003;http://link.springer.com/chapter/10.1007/978-3-540-45215-7_22;Chapter
A Logic Programming View of Authorization in Distributed Systems;Logic Programming;;;;10.1007/978-3-540-24599-5_3;William H. Winsborough;2003;http://link.springer.com/chapter/10.1007/978-3-540-24599-5_3;Chapter
A Constraint Framework for the Qualitative Analysis of Dependability Goals: Integrity;Computer Safety, Reliability, and Security;;;;10.1007/978-3-540-39878-3_11;Stefano BistarelliSimon N. Foley;2003;http://link.springer.com/chapter/10.1007/978-3-540-39878-3_11;Chapter
Consistent and Complete Access Control Policies in Use Cases;«UML» 2003 - The Unified Modeling Language. Modeling Languages and Applications;;;;10.1007/978-3-540-45221-8_32;Khaled AlghathbarDuminda Wijesekera;2003;http://link.springer.com/chapter/10.1007/978-3-540-45221-8_32;Chapter
Platform for Enterprise Privacy Practices: Privacy-Enabled Management of Customer Data;Privacy Enhancing Technologies;;;;10.1007/3-540-36467-6_6;Günter KarjothMatthias SchunterMichael Waidner;2003;http://link.springer.com/chapter/10.1007/3-540-36467-6_6;Chapter
A Policy Based Framework for Access Control;Information and Communications Security;;;;10.1007/978-3-540-39927-8_5;Ricardo NabhenEdgard JamhourCarlos Maziero;2003;http://link.springer.com/chapter/10.1007/978-3-540-39927-8_5;Chapter
A Policy-Based Framework for RBAC;Self-Managing Distributed Systems;;;;10.1007/978-3-540-39671-0_16;Ricardo NabhenEdgard JamhourCarlos Maziero;2003;http://link.springer.com/chapter/10.1007/978-3-540-39671-0_16;Chapter
The ET-RBAC Based Privilege Management Infrastructure for Wireless Networks;E-Commerce and Web Technologies;;;;10.1007/978-3-540-45229-4_9;Dong-Gue ParkYou-Ri Lee;2003;http://link.springer.com/chapter/10.1007/978-3-540-45229-4_9;Chapter
Hardware Encapsulation of Security Services;Computer Security – ESORICS 2003;;;;10.1007/978-3-540-39650-5_12;Adrian BaldwinSimon Shiu;2003;http://link.springer.com/chapter/10.1007/978-3-540-39650-5_12;Chapter
The RBAC Based Privilege Management for Authorization of Wireless Networks;Advances in Web-Age Information Management;;;;10.1007/978-3-540-45160-0_31;Dong-Gue ParkYou-Ri Lee;2003;http://link.springer.com/chapter/10.1007/978-3-540-45160-0_31;Chapter
A Novel Use of RBAC to Protect Privacy in Distributed Health Care Information Systems;Information Security and Privacy;;;;10.1007/3-540-45067-X_35;Jason ReidIan CheongMatthew HenricksenJason Smit;2003;http://link.springer.com/chapter/10.1007/3-540-45067-X_35;Chapter
A Novel Approach to Role-Based Access Control;Computational Science — ICCS 2003;;;;10.1007/3-540-44864-0_110;Song-hwa ChaeWonil KimDong-kyoo Kim;2003;http://link.springer.com/chapter/10.1007/3-540-44864-0_110;Chapter
Visual Specifications of Policies and Their Verification;Fundamental Approaches to Software Engineering;;;;10.1007/3-540-36578-8_20;Manuel KochFrancesco Parisi-Presicce;2003;http://link.springer.com/chapter/10.1007/3-540-36578-8_20;Chapter
Constrained Role-Based Delegation;Security and Privacy in the Age of Uncertainty;;;;10.1007/978-0-387-35691-4_25;Longhua ZhangGail-Joon Ahn;2003;http://link.springer.com/chapter/10.1007/978-0-387-35691-4_25;Chapter
Regularity-Based Trust in Cyberspace;Trust Management;;;;10.1007/3-540-44875-6_2;Naftaly H. Minsky;2003;http://link.springer.com/chapter/10.1007/3-540-44875-6_2;Chapter
Fraud Formalization and Detection;Data Warehousing and Knowledge Discovery;;;;10.1007/978-3-540-45228-7_33;Bharat BhargavaYuhui ZhongYunhua Lu;2003;http://link.springer.com/chapter/10.1007/978-3-540-45228-7_33;Chapter
Applying RBAC Providing Restricted Permission Inheritance to a Corporate Web Environment;Web Technologies and Applications;;;;10.1007/3-540-36901-5_29;YongHoon YiMyongJae KimYoungLok LeeHyungHyo LeeBongNam Noh;2003;http://link.springer.com/chapter/10.1007/3-540-36901-5_29;Chapter
Authorization and Access Control in Adaptive Workflows;Computer Security – ESORICS 2003;;;;10.1007/978-3-540-39650-5_2;Dulce DomingosAntónio Rito-SilvaPedro Veiga;2003;http://link.springer.com/chapter/10.1007/978-3-540-39650-5_2;Chapter
UC-RBAC: A Usage Constrained Role-Based Access Control Model;Information and Communications Security;;;;10.1007/978-3-540-39927-8_31;Zhen XuDengguo FengLan LiHua Chen;2003;http://link.springer.com/chapter/10.1007/978-3-540-39927-8_31;Chapter
The Role of Deontic Concepts and Commitment in the Policy Specification of Mobile Computing Environment;On The Move to Meaningful Internet Systems 2003: OTM 2003 Workshops;;;;10.1007/978-3-540-39962-9_80;Xiaofeng GongJulian Newman;2003;http://link.springer.com/chapter/10.1007/978-3-540-39962-9_80;Chapter
Formal Security Policy Verification of Distributed Component-Structured Software;Formal Techniques for Networked and Distributed Systems - FORTE 2003;;;;10.1007/978-3-540-39979-7_17;Peter Herrmann;2003;http://link.springer.com/chapter/10.1007/978-3-540-39979-7_17;Chapter
A Mathematical Framework for Safecharts;Formal Methods and Software Engineering;;;;10.1007/978-3-540-39893-6_35;Hamdan DammagNimal Nissanke;2003;http://link.springer.com/chapter/10.1007/978-3-540-39893-6_35;Chapter
Security Model for Health Care Computing and Communication Systems;Security and Privacy in the Age of Uncertainty;;;;10.1007/978-0-387-35691-4_24;Anas Abou El KalamYves Deswarte;2003;http://link.springer.com/chapter/10.1007/978-0-387-35691-4_24;Chapter
Adaptable Access Control Policies for Medical Information Systems;Distributed Applications and Interoperable Systems;;;;10.1007/978-3-540-40010-3_12;Tine VerhannemanLiesbeth JacoBart De WinFrank PiessensWouter Joosen;2003;http://link.springer.com/chapter/10.1007/978-3-540-40010-3_12;Chapter
Administration Model for Or-BAC;On The Move to Meaningful Internet Systems 2003: OTM 2003 Workshops;;;;10.1007/978-3-540-39962-9_76;Frédéric CuppensAlexandre Miège;2003;http://link.springer.com/chapter/10.1007/978-3-540-39962-9_76;Chapter
A Component Architecture for Dynamically Managing Privacy Constraints in Personalized Web-Based Systems;Privacy Enhancing Technologies;;;;10.1007/978-3-540-40956-4_12;Alfred Kobsa;2003;http://link.springer.com/chapter/10.1007/978-3-540-40956-4_12;Chapter
Usage Control: A Vision for Next Generation Access Control;Computer Network Security;;;;10.1007/978-3-540-45215-7_2;Ravi SandhuJaehong Park;2003;http://link.springer.com/chapter/10.1007/978-3-540-45215-7_2;Chapter
Retrofitting Fairness on the Original RSA-Based E-cash;Financial Cryptography;;;;10.1007/978-3-540-45126-6_4;Shouhuai XuMoti Yung;2003;http://link.springer.com/chapter/10.1007/978-3-540-45126-6_4;Chapter
Simplifying CORBA Security Service to Support Service Level Access Control;On The Move to Meaningful Internet Systems 2003: OTM 2003 Workshops;;;;10.1007/978-3-540-39962-9_79;Atul KumarPankaj JaloteDeepak Gupta;2003;http://link.springer.com/chapter/10.1007/978-3-540-39962-9_79;Chapter
A Framework for Role-Based Monitoring of Insider Misuse;Information Security Management, Education and Privacy;;;;10.1007/1-4020-8145-6_4;Aung Htike PhyoSteven M. FurnellFrancisco Portilla;2004;http://link.springer.com/chapter/10.1007/1-4020-8145-6_4;Chapter
Specifying Role-Based Access Constraints with Object Constraint Language;Advanced Web Technologies and Applications;;;;10.1007/978-3-540-24655-8_75;Hua WangYanchun ZhangJinli CaoJian Yang;2004;http://link.springer.com/chapter/10.1007/978-3-540-24655-8_75;Chapter
Secure Databases: An Analysis of Clark-Wilson Model in a Database Environment;Advanced Information Systems Engineering;;;;10.1007/978-3-540-25975-6_18;Xiaocheng GeFiona PolackRégine Laleau;2004;http://link.springer.com/chapter/10.1007/978-3-540-25975-6_18;Chapter
Collaborative Role Management for Sharing Protected Web Resources;Cooperative Design, Visualization, and Engineering;;;;10.1007/978-3-540-30103-5_26;Sylvia EnchevaSharil Tumin;2004;http://link.springer.com/chapter/10.1007/978-3-540-30103-5_26;Chapter
A New Role-Based Authorization Model in a Corporate Workflow Systems*;Computational Science and Its Applications – ICCSA 2004;;;;10.1007/978-3-540-24707-4_82;HyungHyo LeeSeungYong LeeBongNam Noh;2004;http://link.springer.com/chapter/10.1007/978-3-540-24707-4_82;Chapter
Attribute Mutability in Usage Control;Research Directions in Data and Applications Security XVIII;;;;10.1007/1-4020-8128-6_2;Jaehong ParkXinwen ZhangRavi Sandhu;2004;http://link.springer.com/chapter/10.1007/1-4020-8128-6_2;Chapter
A Secure Workflow Model Based on Distributed Constrained Role and Task Assignment for the Internet;Information and Communications Security;;;;10.1007/978-3-540-30191-2_14;Ilanit MoodahiEhud GudesOz LaveeAmnon Meisels;2004;http://link.springer.com/chapter/10.1007/978-3-540-30191-2_14;Chapter
G-PASS: Security Infrastructure for Grid Travelers;Grid and Cooperative Computing - GCC 2004;;;;10.1007/978-3-540-30208-7_44;Tianchi MaLin ChenCho-Li WangFrancis C. M. Lau;2004;http://link.springer.com/chapter/10.1007/978-3-540-30208-7_44;Chapter
Using Mediated Identity-Based Cryptography to Support Role-Based Access Control;Information Security;;;;10.1007/978-3-540-30144-8_21;D. NaliC. AdamsA. Miri;2004;http://link.springer.com/chapter/10.1007/978-3-540-30144-8_21;Chapter
Enhancing the Scalability of the Community Authorization Service for Virtual Organizations;Content Computing;;;;10.1007/978-3-540-30483-8_23;Jian-Ping YongKwok-Yan LamSiu-Leung ChungMing GuJia-Guang Sun;2004;http://link.springer.com/chapter/10.1007/978-3-540-30483-8_23;Chapter
Composite Role-Based Monitoring (CRBM) for Countering Insider Threats;Intelligence and Security Informatics;;;;10.1007/978-3-540-25952-7_15;Joon S. ParkShuyuan Mary Ho;2004;http://link.springer.com/chapter/10.1007/978-3-540-25952-7_15;Chapter
Interactive Access Control for Web Services;Security and Protection in Information Processing Systems;;;;10.1007/1-4020-8143-X_10;Hristo KoshutanskiFabio Massacci;2004;http://link.springer.com/chapter/10.1007/1-4020-8143-X_10;Chapter
Modeling Role-Based Access Control Using Parameterized UML Models;Fundamental Approaches to Software Engineering;;;;10.1007/978-3-540-24721-0_13;Dae-Kyoo KimIndrakshi RayRobert FranceNa Li;2004;http://link.springer.com/chapter/10.1007/978-3-540-24721-0_13;Chapter
Extended Role Based Access Control and Procedural Restrictions;Information Security and Cryptology - ICISC 2003;;;;10.1007/978-3-540-24691-6_15;Wook ShinDong-Ik LeeHyoung-Chun KimJung-Min KangJin-Seok Lee;2004;http://link.springer.com/chapter/10.1007/978-3-540-24691-6_15;Chapter
Efficient Role Based Access Control Method in Wireless Environment;Personal Wireless Communications;;;;10.1007/978-3-540-30199-8_36;Song-hwa ChaeWonil KimDong-kyoo Kim;2004;http://link.springer.com/chapter/10.1007/978-3-540-30199-8_36;Chapter
A New Authorization Model for Workflow Management System Using the RPI-RBAC Model;Computational Science - ICCS 2004;;;;10.1007/978-3-540-24685-5_109;SeungYong LeeYongMin KimBongNam NohHyungHyo Lee;2004;http://link.springer.com/chapter/10.1007/978-3-540-24685-5_109;Chapter
